t,x,xdot,theta,thetadot,u,theta_ref,x_hat,theta_hat
15.1,-0.00461732,-0.0569395,-0.000657115,0.110759,1.44517,0.00284451,0.00878454,0.00501972
15.11,-0.00504086,-0.0278006,0.000156812,0.0521512,-0.395828,0.00284451,-0.0113937,-0.00491593
15.12,-0.0053577,-0.035565,0.000755312,0.0675532,0.873024,0.00284451,-0.000661701,0.00289363
15.13,-0.00562544,-0.0180023,0.00125496,0.032452,-1.62938,0.00284451,-0.0183589,-0.0124866
15.14,-0.00596791,-0.0504663,0.00190479,0.0974468,-1.18203,0.00284451,-0.0210471,-0.0120537
15.15,-0.00658965,-0.0738685,0.00311362,0.144304,1.71596,-0.0019506,-0.00796835,0.00726106
15.16,-0.00715576,-0.0393903,0.00421279,0.0756843,1.31705,-0.0019506,0.00440715,0.00782485
15.17,-0.007418,-0.0130857,0.00470961,0.0237811,1.85587,-0.0019506,-0.00706088,0.013691
15.18,-0.00736419,0.0238162,0.00458273,-0.049054,0.875744,-0.0019506,0.0127022,0.00997655
15.19,-0.00704012,0.0409866,0.00392575,-0.0823206,0.672596,-0.0019506,-0.011065,0.00967656
15.2,-0.00656493,0.0540445,0.00297709,-0.107417,-0.699819,-0.00628923,-0.0249593,0.00260955
15.21,-0.00609632,0.039697,0.00205092,-0.0779034,-0.474823,-0.00628923,-0.00139838,0.00296323
15.22,-0.00574817,0.0299465,0.00137257,-0.0578278,-1.77901,-0.00628923,0.00711426,-0.00641694
15.23,-0.00562733,-0.00574481,0.00115336,0.0138688,0.486165,-0.00628923,-0.0276145,0.00614265
15.24,-0.00563632,0.00393845,0.00119615,-0.00527957,-0.525383,-0.00628923,-0.0204019,0.000495658
15.25,-0.00564971,-0.00660724,0.00125004,0.0160288,-1.17582,-0.00320213,-0.0157535,-0.00539342
15.26,-0.00583322,-0.0300772,0.00164597,0.0631034,1.10624,-0.00320213,0.00743476,0.00816244
15.27,-0.0060231,-0.0079212,0.00205613,0.019015,0.116085,-0.00320213,-0.004731,0.00346858
15.28,-0.00609091,-0.00564434,0.00222524,0.0148211,1.41778,-0.00320213,-0.00400876,0.0123749
15.29,-0.00600611,0.0225815,0.0020932,-0.0411508,0.497131,-0.00320213,-0.009595,0.00836867
15.3,-0.00573164,0.0323054,0.00158715,-0.0600541,0.349633,-0.00484253,-0.0229217,0.00846283
15.31,-0.00537482,0.0390582,0.000921562,-0.073074,-1.33927,-0.00484253,0.00100867,-0.0024218
15.32,-0.0051191,0.0121124,0.000462243,-0.0188917,-0.492611,-0.00484253,0.00582763,0.00105357
15.33,-0.00504754,0.00220945,0.000373078,0.00102466,1.86366,-0.00484253,-0.0100462,0.0160883
15.34,-0.00483952,0.0393636,1.22024e-05,-0.0731049,-2.02066,-0.00484253,-0.00735534,-0.00691521
15.35,-0.0046486,-0.00114069,-0.000312754,0.00797706,0.602368,0.000157468,0.000696874,0.00572105
15.36,-0.00459977,0.0108965,-0.00035376,-0.016144,0.0678805,0.00188083,-0.00140258,0.00226878
15.37,-0.00448422,0.0122126,-0.00052846,-0.0187999,2.85734,0.00188083,-0.00166859,0.020555
15.38,-0.00407705,0.0691743,-0.0012862,-0.132612,-1.63708,0.00188083,0.0102554,-0.00555107
15.39,-0.00355025,0.0362229,-0.00228211,-0.0667139,0.168291,0.00188083,0.00990296,0.00325459
15.4,-0.00317169,0.0394902,-0.00298313,-0.073513,-1.93776,-0.000223271,-0.00606153,-0.010281
15.41,-0.00297065,0.000755927,-0.00333279,0.00344844,0.0730615,-0.000223271,-0.0050132,-1.45293e-05
15.42,-0.00295515,0.00234226,-0.00331749,-0.000380782,-2.09552,-0.000223271,-0.0095862,-0.014283
15.43,-0.00314031,-0.03934,-0.00290779,0.0822133,-1.75827,-0.000223271,-0.0080857,-0.0150795
15.44,-0.00370764,-0.0741017,-0.00174221,0.150854,0.838116,-0.000223271,-0.0146949,2.2756e-05
15.45,-0.00436273,-0.0569412,-0.00040925,0.115851,2.7231,-0.000111583,-0.00540339,0.0144369
15.46,-0.00465875,-0.00231662,0.000200954,0.00638167,-2.6518,-0.000111583,-0.00627497,-0.0169362
15.47,-0.00494661,-0.0552112,0.000793718,0.112039,2.13698,-0.000111583,-0.0235732,0.0109903
15.48,-0.00528413,-0.0123348,0.0014845,0.0262771,-0.70764,-0.000111583,-0.012,-0.00443371
15.49,-0.00547808,-0.0264463,0.00188941,0.0546814,3.17931,-0.000111583,-0.00985623,0.0204118
15.5,-0.00542485,0.0370358,0.00180254,-0.071869,1.06473,0.000361866,-0.00335999,0.0109663
15.51,-0.00494951,0.0580203,0.000876907,-0.113238,-0.0549121,0.000361866,-0.0125647,0.00460942
15.52,-0.00437644,0.0566007,-0.000238696,-0.109938,1.48639,0.000361866,0.00244511,0.0142103
15.53,-0.00366346,0.0859785,-0.00163036,-0.168371,-0.314245,0.000361866,-0.00892896,0.00389008
15.54,-0.00283693,0.0793435,-0.00324676,-0.155003,-2.0007,0.000361866,-0.0133764,-0.00852374
15.55,-0.00224462,0.0391629,-0.00439589,-0.0749945,0.776036,0.000399031,-0.00278446,0.00643634
15.56,-0.00177566,0.0546201,-0.00530354,-0.10653,-3.64453,0.000399031,-0.000545992,-0.0220691
15.57,-0.00159364,-0.0181475,-0.00564488,0.0380286,-0.0217896,0.000399031,-0.0138526,-0.00360863
15.58,-0.00177572,-0.0182698,-0.00526947,0.0370696,3.3474,0.000399031,-0.0090324,0.0191608
15.59,-0.00162276,0.0488025,-0.00557509,-0.0980046,1.32613,0.000399031,0.0112169,0.010951
15.6,-0.00100252,0.0752285,-0.00682331,-0.151616,-0.877593,0.001331,0.00113386,-0.00236527
15.61,-0.000338455,0.05761,-0.00816769,-0.117375,-2.05897,0.001331,0.0013114,-0.0120764
15.62,3.2216e-05,0.0165663,-0.0089373,-0.0367048,-4.46107,0.001331,0.00448026,-0.031472
15.63,-0.000246128,-0.0721586,-0.0084255,0.138825,-0.825387,0.001331,0.00064709,-0.0137986
15.64,-0.00104662,-0.0879353,-0.00688988,0.168323,1.17786,0.001331,0.00202446,-0.0008925
15.65,-0.0018048,-0.0637328,-0.00545793,0.118206,3.01073,0.000344836,-0.00180325,0.0142241
15.66,-0.0021389,-0.00314567,-0.00488876,-0.00416404,1.69217,0.000344836,-0.00339521,0.0105054
15.67,-0.00200043,0.0308113,-0.00527463,-0.0729241,-1.04451,0.000344836,0.0124279,-0.00518433
15.68,-0.00179638,0.0100205,-0.00580006,-0.0322474,-0.725353,0.000344836,-0.0125499,-0.00484001
15.69,-0.00176775,-0.00427915,-0.00598475,-0.00474208,-1.16331,0.000344836,-0.00241518,-0.00887218
15.7,-0.00192542,-0.0272368,-0.00580843,0.0399465,0.358038,-0.000710641,-0.00543307,-1.56674e-05
15.71,-0.00216025,-0.0197386,-0.00549023,0.023732,-2.95483,-0.000710641,-0.00211384,-0.0212251
15.72,-0.00265107,-0.0783769,-0.00467238,0.1397,0.591489,-0.000710641,-0.0132614,-0.00171197
15.73,-0.00337291,-0.0660107,-0.00340572,0.113728,1.25952,-0.000710641,-0.0185396,0.00432516
15.74,-0.00390497,-0.0404304,-0.00252926,0.0616815,0.498065,-0.000710641,0.00142147,0.00164612
15.75,-0.00425807,-0.0302029,-0.00201812,0.0406019,1.29287,-0.00130955,-0.00778354,0.00814732
15.76,-0.00442993,-0.00419202,-0.00187475,-0.011844,-2.99051,-0.00130955,0.00271553,-0.0182952
15.77,-0.00476996,-0.0637641,-0.00139924,0.10679,-0.614734,-0.00130955,-0.0105663,-0.00692401
15.78,-0.00546711,-0.0756629,-0.000215373,0.130003,3.74517,-0.00130955,-0.012329,0.0216908
15.79,-0.00584794,-0.000575409,0.00033173,-0.0203317,-1.58345,-0.00130955,-0.0137261,-0.00777536
15.8,-0.00601188,-0.032184,0.000445074,0.0429107,0.452069,-0.000199535,-0.003953,0.00291543
15.81,-0.00628791,-0.0230327,0.000782468,0.0246111,-3.15622,-0.000199535,-0.00772918,-0.020437
15.82,-0.00683293,-0.0859203,0.00165773,0.150292,-0.190745,-0.000199535,0.00332691,-0.00538804
15.83,-0.00770935,-0.0893696,0.00319447,0.157116,-0.165062,-0.000199535,-0.0130669,-0.00501986
15.84,-0.0086179,-0.0923492,0.00479616,0.163286,0.477974,-0.000199535,-0.0235861,-0.000519818
15.85,-0.0094923,-0.0825488,0.00633324,0.14423,3.05605,0.00364879,0.0106006,0.0165267
15.86,-0.0100119,-0.02143,0.00716848,0.0230396,0.506548,0.00364879,-0.0056531,0.00407949
15.87,-0.0101765,-0.0115078,0.00730634,0.00456815,3.82745,0.00364879,0.00375249,0.0264858
15.88,-0.00991072,0.0646054,0.00659814,-0.146014,0.84568,0.00364879,-0.00530559,0.0117645
15.89,-0.00918325,0.0808848,0.00498392,-0.176856,-0.149792,0.00364879,-0.024656,0.00529472
15.9,-0.00839246,0.0772884,0.00325889,-0.168241,-1.98052,-0.00135121,-0.0162288,-0.00657003
15.91,-0.00781995,0.037258,0.00198247,-0.087224,0.0504318,-0.00393715,-0.00283361,0.00431059
15.92,-0.00744372,0.037993,0.00110615,-0.0880782,0.940249,-0.00393715,-0.00367517,0.0103133
15.93,-0.00697116,0.0565093,4.26619e-05,-0.124612,-1.69748,-0.00393715,-0.00509842,-0.00589058
15.94,-0.00657702,0.0223559,-0.000860052,-0.0560744,-2.95715,-0.00393715,-0.0171894,-0.0169686
15.95,-0.0066491,-0.0367192,-0.000830145,0.0618801,3.07317,6.90729e-05,-0.00265183,0.0176495
15.96,-0.00670843,0.0247966,-0.000828142,-0.0612945,0.257623,6.90729e-05,-0.0110558,0.00373976
15.97,-0.00643526,0.0298375,-0.00149136,-0.0713652,0.246365,6.90729e-05,-0.00133857,0.003814
15.98,-0.00611281,0.0346544,-0.00225355,-0.0810922,-1.5871,6.90729e-05,-0.0145458,-0.0082931
15.99,-0.00592518,0.00290216,-0.00274798,-0.0179118,0.495064,6.90729e-05,0.00200059,0.0029749
16,-0.00584631,0.0128643,-0.00302912,-0.0382985,1.93548,-0.00315924,-0.0145491,0.0144157
16.01,-0.00552424,0.051521,-0.00380098,-0.115992,-0.978066,-0.00315924,-0.0135436,-0.0019576
16.02,-0.00510729,0.0318932,-0.00476662,-0.0772381,-0.755545,-0.00315924,-0.0132526,-0.00207907
16.03,-0.00486371,0.0168404,-0.00539199,-0.0479099,-0.882659,-0.00315924,-0.0105058,-0.00402345
16.04,-0.00478284,-0.000648509,-0.00570079,-0.013915,-0.7974,-0.00315924,-0.00749249,-0.00461844
16.05,-0.00486783,-0.0163372,-0.00568845,0.0163364,-0.734046,-0.00624978,-0.0272038,-0.00407372
16.06,-0.005103,-0.0306844,-0.00538746,0.0438329,-3.6869,-0.00624978,-0.00985986,-0.0242435
16.07,-0.00577609,-0.103876,-0.00422331,0.188834,-0.343325,-0.00624978,-0.0110186,-0.00675802
16.08,-0.00684568,-0.110049,-0.00228027,0.199845,-1.98025,-0.00624978,0.0162241,-0.0169885
16.09,-0.00814062,-0.14892,0.000101544,0.276512,2.87337,-0.00624978,-0.0137396,0.0135505
16.1,-0.00933923,-0.0908681,0.00228214,0.159881,-1.34708,-0.00124978,-0.00286677,-0.0106784
16.11,-0.0103805,-0.117384,0.00414586,0.212868,2.45623,0.000828335,-0.0247289,0.0123161
16.12,-0.011307,-0.0679699,0.00578131,0.114446,-0.795214,0.000828335,-0.0128763,-0.0053624
16.13,-0.0120656,-0.0837281,0.00708725,0.146752,-0.272295,0.000828335,-0.0170077,-0.00313963
16.14,-0.0129293,-0.0890264,0.00861244,0.15834,2.7883,0.000828335,-0.00238694,0.0169161
16.15,-0.0135407,-0.0333052,0.00964477,0.0483406,0.849339,0.000211307,-0.00448375,0.00841994
16.16,-0.01379,-0.0165816,0.00996969,0.0167062,1.54718,0.000211307,-0.00801624,0.0140006
16.17,-0.013803,0.0139666,0.00984085,-0.0423901,1.42976,0.000211307,-0.0103947,0.0150769
16.18,-0.0135229,0.0420253,0.00914671,-0.0963875,2.09611,0.000211307,-0.0215509,0.0209978
16.19,-0.0128963,0.0832641,0.00778096,-0.176702,1.30702,0.000211307,-0.0167945,0.0180386
16.2,-0.0119369,0.10861,0.00577084,-0.225339,-3.15342,7.29711e-05,-0.0045902,-0.0107748
16.21,-0.0111695,0.0449303,0.0041632,-0.0964544,-2.00595,7.29711e-05,-0.00517339,-0.00894348
16.22,-0.0109225,0.00452353,0.00360819,-0.014695,-1.82807,7.29711e-05,-0.0173611,-0.0112297
16.23,-0.0110606,-0.03211,0.00383127,0.0592089,1.25125,7.29711e-05,-0.028969,0.00647635
16.24,-0.0112567,-0.00714062,0.00417656,0.00994006,-2.02058,7.29711e-05,-0.0192739,-0.013283
16.25,-0.0115304,-0.047577,0.00468418,0.0914859,0.136076,-0.00145087,-0.00997212,-0.00141973
16.26,-0.0119923,-0.0448084,0.00557455,0.0866367,-2.2771,-0.00145087,-0.0247298,-0.0168862
16.27,-0.0126677,-0.0902261,0.00689914,0.178205,0.632954,-0.00145087,0.00965617,-0.000508621
16.28,-0.0135058,-0.0774169,0.00855717,0.153514,0.341176,-0.00145087,-0.0158206,-0.000829523
16.29,-0.0142456,-0.0705568,0.0100298,0.141092,2.60882,-0.00145087,-0.0156304,0.0152996
16.3,-0.0146909,-0.0185544,0.0109285,0.0388424,1.92527,0.00227741,0.00372541,0.0137585
16.31,-0.0146859,0.0195174,0.0109464,-0.0351472,-0.484443,0.00227741,-0.0301482,0.000190372
16.32,-0.0145417,0.00933067,0.010708,-0.0125714,1.66807,0.00227741,-0.0275136,0.0131897
16.33,-0.0142842,0.0421428,0.0102649,-0.0759682,0.954716,0.00227741,-0.0215406,0.0104223
16.34,-0.0137705,0.0605793,0.00933211,-0.11058,-3.16992,0.00227741,-0.021204,-0.0163648
16.35,-0.0134845,-0.00331652,0.00887595,0.0191325,1.37052,-7.06607e-05,-0.00388932,0.00920853
16.36,-0.0133825,0.023699,0.00880558,-0.03313,-0.525481,-7.06607e-05,0.00589066,-0.00140121
16.37,-0.0132002,0.0127614,0.00859275,-0.00947849,-0.658691,-7.06607e-05,-0.0105277,-0.00329347
16.38,-0.0131403,-0.000769277,0.0086418,0.0192487,-1.71315,-7.06607e-05,-0.0123764,-0.0114132
16.39,-0.0133207,-0.0352672,0.00918736,0.0897826,3.21691,-7.06607e-05,-0.00525219,0.0189229
16.4,-0.013353,0.0287313,0.00945298,-0.0364561,-1.22506,-0.000197897,-0.00416754,-0.00559387
16.41,-0.0131905,0.00379156,0.00934757,0.0152928,0.897615,-0.000197897,-0.0116062,0.00647849
16.42,-0.0130649,0.0213248,0.00933412,-0.0179312,-1.86894,-0.000197897,-0.0207032,-0.0106684
16.43,-0.0130405,-0.0164151,0.00954154,0.0593084,0.760506,-0.000197897,-0.0331265,0.00391544
16.44,-0.0131301,-0.00152111,0.00999416,0.0312792,2.60611,-0.000197897,-0.0336602,0.0174964
16.45,-0.012887,0.0500967,0.0098002,-0.0699257,0.0443137,-0.0038669,-0.0177895,0.00551008
16.46,-0.0123847,0.0503623,0.00910895,-0.068357,0.314513,-0.0038669,-0.0170258,0.00722731
16.47,-0.0118527,0.0560444,0.00837853,-0.0777447,1.80781,-0.0038669,-0.00412868,0.0175082
16.48,-0.0111148,0.0915159,0.00725584,-0.146741,-0.661537,-0.0038669,-0.0224362,0.00354751
16.49,-0.0102693,0.0775957,0.00593694,-0.117142,0.0199888,-0.0038669,-0.0163701,0.00665642
16.5,-0.00949441,0.0773928,0.00477514,-0.115272,-1.31735,-0.00557906,-0.0255151,-0.00195397
16.51,-0.0088548,0.0505593,0.00389714,-0.060451,-0.698194,-0.00557906,-0.00162007,8.32892e-05
16.52,-0.00842085,0.0362465,0.00344046,-0.0309482,0.734347,-0.00557906,-0.0140354,0.00869266
16.53,-0.00798657,0.0506006,0.00299131,-0.058861,2.22427,-0.00557906,-0.02731,0.0199114
16.54,-0.00726029,0.0946222,0.00196639,-0.146038,1.83003,-0.00557906,-0.00834974,0.0206335
16.55,-0.00613408,0.130599,0.000150466,-0.217123,-3.47679,-0.00081054,-0.00952535,-0.0139408
16.56,-0.00517844,0.0606033,-0.00131749,-0.0767453,1.6119,-0.00081054,-0.00425413,0.0138966
16.57,-0.00441267,0.0925281,-0.00240425,-0.140561,-0.120245,-0.00081054,-0.0138921,0.00447698
16.58,-0.00350118,0.0897815,-0.00378261,-0.135183,-2.49426,-0.00081054,-0.00651686,-0.0120244
16.59,-0.0028538,0.039745,-0.00463582,-0.0356473,0.413224,-0.00081054,-0.0110567,0.00324216
16.6,-0.00241509,0.0479921,-0.00507874,-0.0529323,-3.21357,-0.00182792,-0.0132518,-0.0199493
16.61,-0.00225609,-0.0161334,-0.00497111,0.074273,-1.95966,-0.00182792,-0.00265996,-0.0163114
16.62,-0.00261153,-0.0549286,-0.0038465,0.150584,-1.38321,-0.00182792,0.00113205,-0.0148078
16.63,-0.00329661,-0.0820745,-0.00207531,0.203654,0.4321,-0.00182792,0.0112754,-0.00393108
16.64,-0.00407159,-0.0729414,-0.000135217,0.184482,2.7304,-0.00182792,0.00013286,0.012991
16.65,-0.00452642,-0.0180827,0.00115817,0.0744206,0.45161,-0.000915877,-0.0101458,0.0023223
16.66,-0.00466181,-0.00900846,0.00181166,0.0563328,0.811194,-0.000915877,0.000603282,0.00556683
16.67,-0.00467093,0.00716785,0.00221417,0.0242363,0.729777,-0.000915877,0.00658823,0.00630994
16.68,-0.0045269,0.0216232,0.0023138,-0.00426154,1.25229,-0.000915877,0.00385299,0.0108157
16.69,-0.00418656,0.0464256,0.00202554,-0.05333,-2.14758,-0.000915877,0.013839,-0.0101672
16.7,-0.00393816,0.00329287,0.00192628,0.0333439,0.475425,-0.00124199,-0.0113071,0.00388727
16.71,-0.00385812,0.0127057,0.00216699,0.0148364,1.73463,-0.00124199,-0.00253676,0.0130446
16.72,-0.00355854,0.0471812,0.00197256,-0.0536281,0.278275,-0.00124199,-0.0035589,0.00587886
16.73,-0.00306043,0.0524395,0.00138645,-0.0636045,-2.55236,-0.00124199,0.000474473,-0.0128888
16.74,-0.00279233,0.00122785,0.00126475,0.0391052,-0.136605,-0.00124199,-0.00887217,-0.000885634
16.75,-0.00279385,-0.0015313,0.00168404,0.0447618,0.961844,-0.00105259,-0.0106664,0.00630706
16.76,-0.00271331,0.0176194,0.00194115,0.00673008,2.66401,-0.00105259,-0.0210087,0.0192085
16.77,-0.00227189,0.0706196,0.00148035,-0.098753,-2.96156,-0.00105259,0.000271322,-0.0143926
16.78,-0.00186332,0.0111507,0.00109035,0.0205564,-0.704817,-0.00105259,0.00429794,-0.00421281
16.79,-0.00182255,-0.00298573,0.001438,0.0489482,-0.194111,-0.00105259,-0.00760384,-0.00178932
16.8,-0.00187186,-0.00687691,0.00196705,0.056874,2.05524,0.00394741,0.0103336,0.0114241
16.81,-0.00173555,0.0341019,0.00212714,-0.024726,0.878214,0.00454506,-0.0130984,0.0062373
16.82,-0.00130803,0.051389,0.0017095,-0.0587694,-0.544494,0.00454506,0.00039325,-0.00249387
16.83,-0.000850024,0.0402251,0.001236,-0.0359876,1.18216,0.00454506,0.00345979,0.00757925
16.84,-0.000330912,0.06358,0.000644374,-0.0822943,1.07262,0.00454506,-0.0188581,0.00812887
16.85,0.000410328,0.0846558,-0.000387403,-0.124045,0.629647,-0.000246987,-0.00544176,0.00774845
16.86,0.00131777,0.0968296,-0.00174806,-0.148112,0.394461,-0.000246987,0.0179043,0.00674626
16.87,0.00232342,0.104304,-0.00330337,-0.162998,-1.37289,-0.000246987,-0.00753828,-0.00488165
16.88,0.00322749,0.0765456,-0.00465657,-0.107788,0.386636,-0.000246987,-0.0119833,0.00436751
16.89,0.00403061,0.084079,-0.00581269,-0.123465,0.502951,-0.000246987,0.00398513,0.0055443
16.9,0.00492071,0.0939394,-0.00714973,-0.143975,-1.92513,0.00475301,0.0152405,-0.0117805
16.91,0.00566703,0.0553668,-0.00820864,-0.0679712,0.236249,0.00521876,0.00958487,-0.00102379
16.92,0.00624458,0.0601439,-0.00894312,-0.0789417,-1.18717,0.00521876,0.0130145,-0.0104543
16.93,0.00672783,0.036531,-0.00950401,-0.0333328,-1.03684,0.00521876,-0.00408074,-0.0115086
16.94,0.00699067,0.0160565,-0.00964144,0.00578075,0.400856,0.00521876,0.00985383,-0.00352916
16.95,0.00719283,0.024368,-0.00967626,-0.012719,-2.128,0.00457853,0.0151489,-0.0194717
16.96,0.00722546,-0.0178068,-0.00939108,0.0696426,0.908046,0.00457853,0.0120632,-0.00230551
16.97,0.00714043,0.00078027,-0.00889074,0.0305062,-1.7215,0.00457853,-0.00409153,-0.0180705
16.98,0.0069782,-0.0332003,-0.00825512,0.0965468,1.9601,0.00457853,0.00684422,0.00414703
16.99,0.00684441,0.00640405,-0.00769516,0.0155907,-0.897815,0.00457853,0.0105386,-0.0115194
17,0.00682025,-0.0112227,-0.00737079,0.0492453,-1.27405,0.00208172,0.00770059,-0.0144193
17.01,0.00658265,-0.0362796,-0.00663579,0.0977148,-3.08216,0.00208172,0.0106126,-0.0279338
17.02,0.00591449,-0.097309,-0.00505646,0.218042,1.30002,0.00208172,0.00808114,-0.00269607
17.03,0.00507474,-0.0706781,-0.00315057,0.163304,2.03242,0.00208172,0.020931,0.0051438
17.04,0.00457334,-0.0296454,-0.00193335,0.0803201,-1.64073,0.00208172,0.0282775,-0.0156302
17.05,0.00411431,-0.0621402,-0.000808376,0.144629,2.53004,-0.00119465,-0.00376601,0.0111264
17.06,0.00374729,-0.0113159,0.000126769,0.0425959,0.00645985,-0.00119465,-0.010711,-0.00117871
17.07,0.0036351,-0.0111249,0.000550293,0.042129,0.510986,-0.00119465,0.0153344,0.00246286
17.08,0.0035751,-0.000886844,0.000869119,0.0216815,0.242634,-0.00119465,0.0115901,0.00166845
17.09,0.00359036,0.00393411,0.00103825,0.0121677,2.348,-0.00119465,-0.0050343,0.0161907
17.1,0.00386384,0.050723,0.000692963,-0.0811018,0.431252,-0.00198205,-0.00723003,0.00722645
17.11,0.00441274,0.0590545,-0.000199441,-0.0973951,-2.5895,-0.00198205,0.0167601,-0.0125363
17.12,0.00474336,0.00711992,-0.000652856,0.00653551,-1.65497,-0.00198205,0.0144184,-0.0104474
17.13,0.00464936,-0.0258937,-0.000258166,0.0723217,0.172432,-0.00198205,0.00522679,-0.000561357
17.14,0.00440841,-0.0223032,0.0004278,0.0649137,0.613101,-0.00198205,-0.00105468,0.00304222
17.15,0.00424713,-0.00996707,0.000953028,0.0401931,-2.0657,0.00301795,0.016353,-0.0152385
17.16,0.00394138,-0.0511511,0.00176704,0.122524,-1.15196,0.00451661,-0.000313775,-0.0128791
17.17,0.00331591,-0.0739325,0.00321991,0.168049,2.44389,0.00451661,0.00436306,0.00946255
17.18,0.00282188,-0.024925,0.00441101,0.0703727,0.616607,0.00451661,0.0029642,0.00115829
17.19,0.00263402,-0.0126612,0.00499537,0.0465624,3.28214,0.00451661,0.00788291,0.0196682
17.2,0.00283446,0.0526912,0.00481179,-0.0830929,1.11371,-6.55103e-05,0.000970903,0.0113458
17.21,0.00347032,0.0744669,0.00376912,-0.125424,-0.489841,-6.55103e-05,0.00348193,0.00187702
17.22,0.0041635,0.0641865,0.00262327,-0.103831,0.931248,-6.55103e-05,0.0202533,0.0100611
17.23,0.00489623,0.0823514,0.00140749,-0.139326,0.0686127,-6.55103e-05,-0.00788668,0.00526904
17.24,0.00572427,0.0832648,8.6067e-06,-0.140514,0.398225,-6.55103e-05,0.00201984,0.00704076
17.25,0.0065946,0.0908037,-0.00146976,-0.155204,-0.830205,0.000776562,0.00402705,-0.00131955
17.26,0.00741778,0.0738574,-0.00285144,-0.121247,-0.983868,0.000776562,0.00415025,-0.00412854
17.27,0.00805687,0.0539849,-0.00386618,-0.0818049,0.214378,0.000776562,0.0121611,0.00204584
17.28,0.00861756,0.0581546,-0.00472845,-0.0906772,0.48874,0.000776562,0.0197734,0.00403772
17.29,0.00924739,0.0678098,-0.00573501,-0.11065,-0.71916,0.000776562,-0.0135283,-0.00346378
17.3,0.00985315,0.0533601,-0.00670097,-0.0826294,-2.34705,0.000111394,0.00176633,-0.0153942
17.31,0.0101525,0.006547,-0.00706454,0.00976021,-0.647063,0.000111394,0.00615253,-0.00757855
17.32,0.0101546,-0.00610593,-0.0068475,0.0336207,-1.14479,0.000111394,0.0110503,-0.011505
17.33,0.00998084,-0.0286334,-0.00629328,0.0771817,-0.682156,0.000111394,0.0219281,-0.00969876
17.34,0.00962843,-0.0418415,-0.00539675,0.102128,1.99244,0.000111394,0.0242577,0.00768124
17.35,0.0094111,-0.00166551,-0.00478399,0.0205735,-1.01868,0.00355737,0.014648,-0.00997974
17.36,0.00929378,-0.0217824,-0.00438213,0.0597585,0.898528,0.00355737,0.00574881,0.0012515
17.37,0.00916712,-0.00356944,-0.00397183,0.0223739,2.36581,0.00355737,0.0104155,0.0124958
17.38,0.00936851,0.0438053,-0.00422598,-0.0730719,-1.21664,0.00355737,0.0143141,-0.00791355
17.39,0.00968485,0.0194879,-0.0047166,-0.0251466,0.280504,0.00355737,-0.000365886,-0.000152203
17.4,0.00990819,0.0251769,-0.00502918,-0.0373659,-2.05991,0.00364268,0.0162757,-0.0155384
17.41,0.0099547,-0.0158379,-0.00499713,0.0436555,1.83856,0.00364268,-0.00336166,0.00719557
17.42,0.00998127,0.0211189,-0.00493562,-0.0312404,-1.12144,0.00364268,0.0116487,-0.00965632
17.43,0.010081,-0.00115949,-0.00502965,0.0123657,0.307465,0.00364268,0.00563007,-0.0019542
17.44,0.0101011,0.00518126,-0.0049745,-0.00131353,-1.50775,0.00364268,0.0269466,-0.01356
17.45,0.0100033,-0.0247229,-0.0046935,0.0574367,-0.95873,-0.00135732,-0.00126975,-0.0104818
17.46,0.00966192,-0.0435365,-0.00393651,0.0939414,0.27959,-0.00137197,-0.00376756,-0.00303652
17.47,0.00925637,-0.0375833,-0.0030619,0.0810391,1.92634,-0.00137197,0.000262827,0.00905295
17.48,0.00907442,0.0011553,-0.00264305,0.00286624,0.820101,-0.00137197,0.0060457,0.00510534
17.49,0.00916835,0.017615,-0.00278159,-0.0305298,-0.0680917,-0.00137197,-0.00046137,0.000591681
17.5,0.0093378,0.0162793,-0.00307579,-0.0283276,-0.00421511,0.00362803,0.0174851,-0.000713758
17.51,0.00950037,0.0162357,-0.00336121,-0.0287693,0.330781,0.00383682,0.00864354,0.00111678
17.52,0.00969599,0.0228858,-0.00371824,-0.0426335,2.68722,0.00383682,0.00339922,0.017011
17.53,0.0101932,0.076523,-0.00468384,-0.150368,-1.9454,0.00383682,0.00509063,-0.0102179
17.54,0.0107632,0.0375157,-0.00579981,-0.0729957,-2.33124,0.00383682,-0.0017523,-0.0164043
17.55,0.0109058,-0.00894926,-0.00606978,0.0188507,-1.78472,0.0070282,0.0307579,-0.0176088
17.56,0.0106396,-0.0442688,-0.00553439,0.0881488,-0.531998,0.0070282,0.00739359,-0.0120477
17.57,0.010146,-0.0544431,-0.00455794,0.107156,0.683426,0.0070282,0.02977,-0.00456938
17.58,0.00967212,-0.0403596,-0.00363328,0.0778613,0.950308,0.0070282,0.0110164,-0.00154465
17.59,0.00936513,-0.0210595,-0.00305237,0.0384051,2.61379,0.0070282,0.0281691,0.0110478
17.6,0.00941659,0.0313044,-0.00319543,-0.0668662,0.579332,0.0020282,0.00363597,0.00295135
17.61,0.00978727,0.0428264,-0.0039814,-0.0903289,-0.685484,-0.000863062,0.00602125,-0.00378288
17.62,0.0101468,0.0290901,-0.00474988,-0.0634421,-3.108,-0.000863062,0.0137874,-0.0209401
17.63,0.0101276,-0.0328724,-0.00476848,0.0595352,0.828002,-0.000863062,-0.00202597,0.000815849
